UID,Univ_name,DID,KAIST_dept,Univ_track
56,Warsaw University of Technology,5,Department of Chemistry,Chemistry
56,Warsaw University of Technology,6,Department of Civil and Environmental Engineering,Civil Engineering
56,Warsaw University of Technology,16,School of Electrical Engineering,Electrical Engineering
56,Warsaw University of Technology,16,School of Electrical Engineering,Electronics and Information Technology
56,Warsaw University of Technology,6,Department of Civil and Environmental Engineering,Building Engineering
56,Warsaw University of Technology,10,Department of Mathematical Sciences,Mathematics and Information Science
56,Warsaw University of Technology,14,School of Business and Technology Management,Management
56,Warsaw University of Technology,9,Department of Materials Science & Engineering,Materials Science and Engineering
56,Warsaw University of Technology,11,Department of Mechanical Engineering,Mechatronics
56,Warsaw University of Technology,13,Department of Physics,Physics
56,Warsaw University of Technology,1,Department of Aerospace Engineering,Power and Aeronautical Engineering
56,Warsaw University of Technology,7,Department of Industrial & Systems Engineering,Production Engineering
57,NTU(Nanyang Technological University),1,Department of Aerospace Engineering,Aerospace Engineering
57,NTU(Nanyang Technological University),2,Department of Bio and Brain Engineering,Bioengineering
57,NTU(Nanyang Technological University),4,Department of Chemical and Biomolecular Engineering,Chemical & Biomolecular Engineering
57,NTU(Nanyang Technological University),6,Department of Civil and Environmental Engineering,Civil Engineering
57,NTU(Nanyang Technological University),16,School of Electrical Engineering,Computer Engineering
57,NTU(Nanyang Technological University),15,School of Computing,Computer Science
57,NTU(Nanyang Technological University),15,School of Computing,Data Science and Artificial Intelligence
57,NTU(Nanyang Technological University),16,School of Electrical Engineering,Electrical & Electronic Engineering
57,NTU(Nanyang Technological University),6,Department of Civil and Environmental Engineering,Environmental Engineering
57,NTU(Nanyang Technological University),9,Department of Materials Science & Engineering,Materials Engineering
57,NTU(Nanyang Technological University),11,Department of Mechanical Engineering,Mechanical Engineering
57,NTU(Nanyang Technological University),4,Department of Chemical and Biomolecular Engineering,Medicine
57,NTU(Nanyang Technological University),3,Department of Biological Sciences,Biological Sciences
57,NTU(Nanyang Technological University),5,Department of Chemistry,Chemistry & Biological Chemistry
57,NTU(Nanyang Technological University),10,Department of Mathematical Sciences,Mathematical Sciences
57,NTU(Nanyang Technological University),13,Department of Physics,Physics / Applied Physics
58,NUS(National University of Singapore),14,School of Business and Technology Management,Business & Accountancy
58,NUS(National University of Singapore),14,School of Business and Technology Management,Business Analytics
58,NUS(National University of Singapore),15,School of Computing,Computer Science
58,NUS(National University of Singapore),15,School of Computing,Information Security
58,NUS(National University of Singapore),15,School of Computing,Information Systems
58,NUS(National University of Singapore),6,Department of Civil and Environmental Engineering,Architecture
58,NUS(National University of Singapore),8,Department of Industrial Design,Industrial Design
58,NUS(National University of Singapore),14,School of Business and Technology Management,Project & Facilities Management
58,NUS(National University of Singapore),2,Department of Bio and Brain Engineering,Biomedical Engineering
58,NUS(National University of Singapore),4,Department of Chemical and Biomolecular Engineering,Chemical Engineering
58,NUS(National University of Singapore),6,Department of Civil and Environmental Engineering,Civil Engineering
58,NUS(National University of Singapore),6,Department of Civil and Environmental Engineering,Environmental Engineering
58,NUS(National University of Singapore),16,School of Electrical Engineering,Electrical Engineering
58,NUS(National University of Singapore),7,Department of Industrial & Systems Engineering,Industrial and Systems Engineering
58,NUS(National University of Singapore),9,Department of Materials Science & Engineering,Material Science & Engineering
58,NUS(National University of Singapore),11,Department of Mechanical Engineering,Mechanical Engineering
58,NUS(National University of Singapore),16,School of Electrical Engineering,Computer Engineering
58,NUS(National University of Singapore),4,Department of Chemical and Biomolecular Engineering,Medicine
58,NUS(National University of Singapore),10,Department of Mathematical Sciences,Applied Mathematics
58,NUS(National University of Singapore),5,Department of Chemistry,Chemistry
58,NUS(National University of Singapore),3,Department of Biological Sciences,Computational Biology
58,NUS(National University of Singapore),15,School of Computing,Data Science and Analytics
58,NUS(National University of Singapore),3,Department of Biological Sciences,Life Sciences
58,NUS(National University of Singapore),10,Department of Mathematical Sciences,Mathematics
58,NUS(National University of Singapore),4,Department of Chemical and Biomolecular Engineering,Pharmaceutical Science
58,NUS(National University of Singapore),13,Department of Physics,Physics
58,NUS(National University of Singapore),10,Department of Mathematical Sciences,Statistics
59,Singapore University of Technology and Design,6,Department of Civil and Environmental Engineering,Architecture and Sustainable Design
59,Singapore University of Technology and Design,8,Department of Industrial Design,Engineering Product Development
59,Singapore University of Technology and Design,7,Department of Industrial & Systems Engineering,Engineering Systems and Design
59,Singapore University of Technology and Design,16,School of Electrical Engineering,Information Systems Technology and Design
60,KTH Royal Institute of Technology,6,Department of Civil and Environmental Engineering,Architecture and Built Environment
60,KTH Royal Institute of Technology,3,Department of Biological Sciences,Biotechnology
60,KTH Royal Institute of Technology,15,School of Computing,Computer Science and Communication
60,KTH Royal Institute of Technology,16,School of Electrical Engineering,Electrical Engineering
60,KTH Royal Institute of Technology,7,Department of Industrial & Systems Engineering,Industrial Engineering and Management
60,KTH Royal Institute of Technology,15,School of Computing,Information and Communications Technology
60,KTH Royal Institute of Technology,4,Department of Chemical and Biomolecular Engineering,Chemical Science and Engineering
60,KTH Royal Institute of Technology,2,Department of Bio and Brain Engineering,Medical Engineering
60,KTH Royal Institute of Technology,13,Department of Physics,Physics
60,KTH Royal Institute of Technology,13,Department of Physics,Applied Physics
60,KTH Royal Institute of Technology,13,Department of Physics,Theoretical Physics
60,KTH Royal Institute of Technology,10,Department of Mathematical Sciences,Mathematics
60,KTH Royal Institute of Technology,11,Department of Mechanical Engineering,Mechanics
60,KTH Royal Institute of Technology,1,Department of Aerospace Engineering,Aeronautical and Vehicle Engineering
60,KTH Royal Institute of Technology,9,Department of Materials Science & Engineering,Solid Mechanics
61,Linkoping University,4,Department of Chemical and Biomolecular Engineering,Experimental and Medical Biosciences
61,Linkoping University,11,Department of Mechanical Engineering,Intellegent Transport Systems and Logistics
61,Linkoping University,11,Department of Mechanical Engineering,Mechanical Engineering
61,Linkoping University,9,Department of Materials Science & Engineering,Materials Science and Nanotechnology
61,Linkoping University,16,School of Electrical Engineering,Communication Systems
61,Linkoping University,8,Department of Industrial Design,Design
61,Linkoping University,2,Department of Bio and Brain Engineering,Biomedical Engineering
61,Linkoping University,3,Department of Biological Sciences,Applied Ethology and Animal Biology
61,Linkoping University,3,Department of Biological Sciences,Ecology and the Environment
61,Linkoping University,16,School of Electrical Engineering,Electronics Engineering
61,Linkoping University,4,Department of Chemical and Biomolecular Engineering,Experimental and Industrial Biomedicine
61,Linkoping University,1,Department of Aerospace Engineering,Aeronautical Engineering
62,Lund University,10,Department of Mathematical Sciences,Mathematics
62,Lund University,3,Department of Biological Sciences,Physical Geography and Ecosystem Science
62,Lund University,13,Department of Physics,Physics
63,Uppsala University,4,Department of Chemical and Biomolecular Engineering,Medicine
63,Uppsala University,4,Department of Chemical and Biomolecular Engineering,Pharmacy
63,Uppsala University,15,School of Computing,Mathematics and Computer Science
63,Uppsala University,13,Department of Physics,Physics
63,Uppsala University,9,Department of Materials Science & Engineering,Structural Engineering
63,Uppsala University,16,School of Electrical Engineering,Electricity
63,Uppsala University,7,Department of Industrial & Systems Engineering,Industrial Engineering & Management
63,Uppsala University,16,School of Electrical Engineering,Solid State Electronics
63,Uppsala University,13,Department of Physics,Solid State Physics
63,Uppsala University,9,Department of Materials Science & Engineering,Applied Materials
63,Uppsala University,11,Department of Mechanical Engineering,Applied Mechanics
63,Uppsala University,2,Department of Bio and Brain Engineering,Medtech Science & Innovation
63,Uppsala University,5,Department of Chemistry,Chemistry
63,Uppsala University,3,Department of Biological Sciences,Biology
64,Ecole Polytechnique Federale de Lausanne (EPFL),4,Department of Chemical and Biomolecular Engineering,Chemistry & Chemical Engineering
64,Ecole Polytechnique Federale de Lausanne (EPFL),10,Department of Mathematical Sciences,Mathematics
64,Ecole Polytechnique Federale de Lausanne (EPFL),13,Department of Physics,Physics
64,Ecole Polytechnique Federale de Lausanne (EPFL),16,School of Electrical Engineering,Communication Systems
64,Ecole Polytechnique Federale de Lausanne (EPFL),15,School of Computing,Computer Science
64,Ecole Polytechnique Federale de Lausanne (EPFL),16,School of Electrical Engineering,Electrical & Electronical Engineering
64,Ecole Polytechnique Federale de Lausanne (EPFL),9,Department of Materials Science & Engineering,Materials Science & Engineering
64,Ecole Polytechnique Federale de Lausanne (EPFL),11,Department of Mechanical Engineering,Mechanical Engineering
64,Ecole Polytechnique Federale de Lausanne (EPFL),16,School of Electrical Engineering,Microengineering
64,Ecole Polytechnique Federale de Lausanne (EPFL),2,Department of Bio and Brain Engineering,Life Sciences Engineering
64,Ecole Polytechnique Federale de Lausanne (EPFL),6,Department of Civil and Environmental Engineering,Architecture
64,Ecole Polytechnique Federale de Lausanne (EPFL),6,Department of Civil and Environmental Engineering,Civil Engineering
64,Ecole Polytechnique Federale de Lausanne (EPFL),6,Department of Civil and Environmental Engineering,Environmental Sciences & Engineering
65,Swiss Federal Institute of Technology Zurich (ETH Zurich),6,Department of Civil and Environmental Engineering,Architecture and CIvil Engineering
65,Swiss Federal Institute of Technology Zurich (ETH Zurich),11,Department of Mechanical Engineering,Mechanical Engineering
65,Swiss Federal Institute of Technology Zurich (ETH Zurich),16,School of Electrical Engineering,Electrical Engineering and Information Technology
65,Swiss Federal Institute of Technology Zurich (ETH Zurich),15,School of Computing,Computer Science
65,Swiss Federal Institute of Technology Zurich (ETH Zurich),9,Department of Materials Science & Engineering,Materials Science
65,Swiss Federal Institute of Technology Zurich (ETH Zurich),10,Department of Mathematical Sciences,Mathematics
65,Swiss Federal Institute of Technology Zurich (ETH Zurich),13,Department of Physics,Physics
65,Swiss Federal Institute of Technology Zurich (ETH Zurich),15,School of Computing,Computational Science and Engineering
65,Swiss Federal Institute of Technology Zurich (ETH Zurich),5,Department of Chemistry,Chemistry
65,Swiss Federal Institute of Technology Zurich (ETH Zurich),4,Department of Chemical and Biomolecular Engineering,Chemical Engineering
65,Swiss Federal Institute of Technology Zurich (ETH Zurich),4,Department of Chemical and Biomolecular Engineering,Pharmaceutical Sciences
65,Swiss Federal Institute of Technology Zurich (ETH Zurich),3,Department of Biological Sciences,Biology
65,Swiss Federal Institute of Technology Zurich (ETH Zurich),3,Department of Biological Sciences,Health Sciences and Technology
66,Innopolis University,15,School of Computing,Computer Science and Software Engineering
66,Innopolis University,11,Department of Mechanical Engineering,Robotics
66,Innopolis University,16,School of Electrical Engineering,Information Systems
66,Innopolis University,15,School of Computing,Technolgies and Software Development
67,Sabanci University,5,Department of Chemistry,Chemistry
67,Sabanci University,15,School of Computing,Computer Science & Engineering
67,Sabanci University,14,School of Business and Technology Management,Economics
67,Sabanci University,16,School of Electrical Engineering,Electronics Engineering
67,Sabanci University,7,Department of Industrial & Systems Engineering,Industrial Engineering
67,Sabanci University,14,School of Business and Technology Management,Management
67,Sabanci University,9,Department of Materials Science & Engineering,Materials Science and Nano Engineering
67,Sabanci University,10,Department of Mathematical Sciences,Mathematics
67,Sabanci University,11,Department of Mechanical Engineering,Mechatronics Engineering
67,Sabanci University,3,Department of Biological Sciences,Molecular Bioengineering
67,Sabanci University,13,Department of Physics,Physics
68,Cardiff University,3,Department of Biological Sciences,Biosciences
68,Cardiff University,2,Department of Bio and Brain Engineering,Healthcare Sciences
68,Cardiff University,3,Department of Biological Sciences,Medicine
68,Cardiff University,3,Department of Biological Sciences,Optimetry and Vision Sciences
68,Cardiff University,5,Department of Chemistry,Pharmacy and Pharmaceutical Sciences
68,Cardiff University,6,Department of Civil and Environmental Engineering,Architecture
68,Cardiff University,5,Department of Chemistry,Chemistry
68,Cardiff University,15,School of Computing,Computer Science and Informatics
68,Cardiff University,6,Department of Civil and Environmental Engineering,Architectural Engineering
68,Cardiff University,6,Department of Civil and Environmental Engineering,Civil Engineering
68,Cardiff University,6,Department of Civil and Environmental Engineering,Civil and Environmental Engineering
68,Cardiff University,16,School of Electrical Engineering,Electrical and Electronic Engineering
68,Cardiff University,11,Department of Mechanical Engineering,Mechanical Engineering
68,Cardiff University,2,Department of Bio and Brain Engineering,Medical Engineering
68,Cardiff University,10,Department of Mathematical Sciences,Mathematics
68,Cardiff University,13,Department of Physics,Physics and Astronomy
69,University of Southampton,6,Department of Civil and Environmental Engineering,Civil Engineering and the Environment
69,University of Southampton,13,Department of Physics,Acoustical Engineering
69,University of Southampton,1,Department of Aerospace Engineering,Aeronautics and Astronautics
69,University of Southampton,6,Department of Civil and Environmental Engineering,Civil Engineering
69,University of Southampton,15,School of Computing,Electronics and Computer Science
69,University of Southampton,11,Department of Mechanical Engineering,Mechanical Engineering
69,University of Southampton,2,Department of Bio and Brain Engineering,Health Sciences
69,University of Southampton,3,Department of Biological Sciences,Biological Sciences
69,University of Southampton,5,Department of Chemistry,Chemistry
69,University of Southampton,16,School of Electrical Engineering,Electronics and Computer Science
69,University of Southampton,13,Department of Physics,Physics and Astronomy
69,University of Southampton,10,Department of Mathematical Sciences,Mathemarics
70,University of Leeds,3,Department of Biological Sciences,Biological Sciences
70,University of Leeds,4,Department of Chemical and Biomolecular Engineering,Chemical and Process Engineering
70,University of Leeds,6,Department of Civil and Environmental Engineering,Civil Engineering
70,University of Leeds,15,School of Computing,Computing
70,University of Leeds,16,School of Electrical Engineering,Electronic and Electrical Engineering
70,University of Leeds,11,Department of Mechanical Engineering,Mechanical Engineering
70,University of Leeds,5,Department of Chemistry,Chemistry
70,University of Leeds,10,Department of Mathematical Sciences,Mathematics
70,University of Leeds,13,Department of Physics,Physics and Astronomy
71,Drexel University,6,Department of Civil and Environmental Engineering,Architectural Engineering
71,Drexel University,3,Department of Biological Sciences,Biological Sciences
71,Drexel University,2,Department of Bio and Brain Engineering,Biomedical Engineering
71,Drexel University,14,School of Business and Technology Management,Business and Engineering
71,Drexel University,4,Department of Chemical and Biomolecular Engineering,Chemical Engineering
71,Drexel University,5,Department of Chemistry,Chemistry
71,Drexel University,6,Department of Civil and Environmental Engineering,Civil Engineering
71,Drexel University,16,School of Electrical Engineering,Computer Engineering
71,Drexel University,15,School of Computing,Computer Sciences
71,Drexel University,15,School of Computing,Data Science
71,Drexel University,8,Department of Industrial Design,Design and Merchandising
71,Drexel University,16,School of Electrical Engineering,Electrical Engineering
71,Drexel University,13,Department of Physics,Physics
71,Drexel University,15,School of Computing,Software Engineering
72,State University of New York at Stony Brook,10,Department of Mathematical Sciences,Applied Mathematics and Statistics
72,State University of New York at Stony Brook,2,Department of Bio and Brain Engineering,Biomedical Engineering
72,State University of New York at Stony Brook,15,School of Computing,Computer Science
72,State University of New York at Stony Brook,16,School of Electrical Engineering,Electrical and Computer Engineering
72,State University of New York at Stony Brook,9,Department of Materials Science & Engineering,Materials Science and Engineering
72,State University of New York at Stony Brook,11,Department of Mechanical Engineering,Mechanical Engineering
72,State University of New York at Stony Brook,3,Department of Biological Sciences,Biochemistry and Cell Biology
72,State University of New York at Stony Brook,5,Department of Chemistry,Chemistry
72,State University of New York at Stony Brook,10,Department of Mathematical Sciences,Mathematics
72,State University of New York at Stony Brook,2,Department of Bio and Brain Engineering,Neurology & Behavior
72,State University of New York at Stony Brook,13,Department of Physics,Physics and Astronomy
73,Northeastern University,6,Department of Civil and Environmental Engineering,Architecture
73,Northeastern University,2,Department of Bio and Brain Engineering,Behavioral Neuroscience
73,Northeastern University,5,Department of Chemistry,Biochemistry
73,Northeastern University,3,Department of Biological Sciences,Biology
73,Northeastern University,5,Department of Chemistry,Chemistry
73,Northeastern University,15,School of Computing,Computer Science
73,Northeastern University,16,School of Electrical Engineering,Engineering
73,Northeastern University,8,Department of Industrial Design,Design
73,Northeastern University,3,Department of Biological Sciences,Health Science
73,Northeastern University,10,Department of Mathematical Sciences,Mathematics
73,Northeastern University,3,Department of Biological Sciences,Pharmaceutical Sciences
73,Northeastern University,13,Department of Physics,Physics
74,Georgia Institute of Technology,15,School of Computing,Computer Science
74,Georgia Institute of Technology,6,Department of Civil and Environmental Engineering,Architecture
74,Georgia Institute of Technology,8,Department of Industrial Design,Industrial Design
74,Georgia Institute of Technology,1,Department of Aerospace Engineering,Aerospace Engineering
74,Georgia Institute of Technology,2,Department of Bio and Brain Engineering,Biomedical Engineering
74,Georgia Institute of Technology,4,Department of Chemical and Biomolecular Engineering,Chemical and Biomolecular Engineering
74,Georgia Institute of Technology,6,Department of Civil and Environmental Engineering,Civil Engineering
74,Georgia Institute of Technology,16,School of Electrical Engineering,Computer Engineering
74,Georgia Institute of Technology,16,School of Electrical Engineering,Electrical Engineering
74,Georgia Institute of Technology,8,Department of Industrial Design,Industrial Engineering
74,Georgia Institute of Technology,9,Department of Materials Science & Engineering,Materials Science and Engineering
74,Georgia Institute of Technology,11,Department of Mechanical Engineering,Mechanical Engineering
74,Georgia Institute of Technology,12,Department of Nuclear and Quantum Engineering,Nuclear and Radiological Engineering
74,Georgia Institute of Technology,13,Department of Physics,Physics
74,Georgia Institute of Technology,3,Department of Biological Sciences,Biochemistry
74,Georgia Institute of Technology,3,Department of Biological Sciences,Biology
74,Georgia Institute of Technology,5,Department of Chemistry,Chemistry
74,Georgia Institute of Technology,10,Department of Mathematical Sciences,Mathematics
74,Georgia Institute of Technology,2,Department of Bio and Brain Engineering,Neuroscience
75,Rice University,2,Department of Bio and Brain Engineering,Bioengineering
75,Rice University,4,Department of Chemical and Biomolecular Engineering,Chemical and Biomolecular Engineering
75,Rice University,6,Department of Civil and Environmental Engineering,Civil and Environmental Engineering
75,Rice University,15,School of Computing,Computational and Applied Mathematics
75,Rice University,15,School of Computing,Computer Science
75,Rice University,16,School of Electrical Engineering,Electrical and Computer Engineering
75,Rice University,9,Department of Materials Science & Engineering,Materials Science
75,Rice University,11,Department of Mechanical Engineering,Mechanical Engineering
75,Rice University,10,Department of Mathematical Sciences,Statistics
75,Rice University,3,Department of Biological Sciences,BioSciences
75,Rice University,5,Department of Chemistry,Chemistry
75,Rice University,10,Department of Mathematical Sciences,Mathematics
75,Rice University,13,Department of Physics,Physics and Astronomy
75,Rice University,2,Department of Bio and Brain Engineering,Cognitive Sciences
